Review Number,Review Text,Store
85,Lidl is different. Just different. And enjoyable. Excellent everything everywhere they are. And they appear to be everywhere. ' Comfort in that.,Lidl
86,Free parking but limited slots. With rich inventory of non-grocery stuff.,Lidl
87,Great. Has everything u need,Lidl
88,"Staff were great, they seem to know where everything is. Even across the store.",Lidl
89,"Excellent lidl that provides quality munch at a low price, would recommend to a friend.",Lidl
90,Good products at the best price.,Lidl
91,Good just had some saving from what I bought,Lidl
92,"Manager in drumcondra named Max in lidl is highly rude and clamps customers cars and pretends they left the premises, very disappointed",Lidl
93,Nice large discount supermarket in the centre of Drumcondra. Coffee only €1.,Lidl
94,"Good quality,  affordable price.",Lidl
95,Great place for grocery shopping. Variety of pasta are the best,Lidl
96,"Good parking, nice and clean inside",Lidl
97,"Great large lidl, quick parking underneath.",Lidl
98,Good 👍 always clean and friendly staff …,Lidl
99,A good place for shopping,Lidl
100,Crowded... Long queues,Lidl
101,Staff member at till not wèaring his  mask. This is Not Acceptable.,Lidl
102,New large Lidl.  Spacious and good selection at good prices.,Lidl
103,"Not too crowded, good prices",Lidl
104,A lot of products with a good price and quality,Lidl
105,I simply like the shop,Lidl
106,big Lidl! All good,Lidl
107,Got everything I needed and quickly,Lidl
108,Terrible. Need cashier. Organize products.,Lidl
109,"Great people, great shop and parking",Lidl
110,Shop is never stocked and queues sometimes unfavorable,Lidl
111,Clean and easy to get in and out quickly,Lidl
112,Quit big good selection and fair price,Lidl
113,"Only 2 lines open, queuing all the way down the shop.",Lidl
114,It's Big but need more stuff to sell,Lidl
115,Plenty of selection and staff very helpful,Lidl
116,Not inclined to give receipts,Lidl
117,Some products are always out of stock,Lidl
118,"Friendly staff
Helpful
Grrat value",Lidl
119,Good choice of fresh Irish products,Lidl
120,Plenty of room to shop in comfort,Lidl
121,Never enough checkouts open,Lidl
122,I think there a little messy. Not by the staff. It is by the arrangement of the goods,Lidl
123,Got a banging packet of buiscuits only 30c,Lidl
124,"More meat substitutes ASAP, Drumcondra is the India of North Dublin.",Lidl
125,"Long queues, lay out isn't great",Lidl
126,Still people not wearing masks and Lidl not enforcing it,Lidl
127,Girl on till lovely and very helpful,Lidl
128,Clean and well stocked.,Lidl
129,Very good and spotlessly clean,Lidl
130,Went early so empty and quiet,Lidl
131,Very good and clean place.,Lidl
132,Perfect. 😍❤️ …,Lidl
133,"Great shop, great prices",Lidl
134,Because not have staff what need,Lidl
135,Great staff and service,Lidl
136,Great addition to dublin 9,Lidl
137,Good Place to shop,Lidl
138,Very good 👍 👏 👌 😀. …,Lidl
139,You know what you get with Lidl,Lidl
140,At what time on Thursday are yous opening,Lidl
141,Pastel tru dip 😍 …,Lidl
142,Big and nice as usual,Lidl
143,just need to cheapen more,Lidl
144,Free coffee today!,Lidl
145,I was in lidi shopping yesterday,Lidl
146,Need a bit os,Lidl
147,Great,Lidl
148,Does what it says on the tin,Lidl
149,Excellent prices,Lidl
150,Super,Lidl
151,Good,Lidl
152,The best supermarket,Lidl
153,It is what lidl is,Lidl
154,I often go here for lunch because I can buy bread cheaply.,Lidl
155,"I really don't like shopping here, it's big and everything is even a little bigger than some Lidl but having 7 cash registers they only use 1 or 2, rarely 3 and very common that you have to stand in a line sometimes very long, as they don't take away the boxes and they put some self-collection",Lidl
156,"It is often dirty, especially on Sunday, the service is gloomy and rude with a few exceptions.... The price on the shelves often does not match the bill",Lidl
157,A very stocked store! I recommend!,Lidl
158,Ok whether,Lidl
159,Parking is a real problem,Lidl
160,V nice staff,Lidl
161,EXCELLENT,Lidl
162,😁close to my home …,Lidl
163,Good,Lidl
164,Good,Lidl
165,OK,Lidl
166,Great!!!,Lidl
1,"Have a bad back and young chap Michael was more than happy to give me assistance. Can’t thank this lad enough. Keep him. Such a gentleman. Not many genuine staff about anymore, but Michael had really made my day",Lidl
2,Could you kindly consider converting one of these to self-checkout tills if there won't be any staff available to assist?,Lidl
3,"I went to this store over the weekend and I have to say, customer service is absolutely amazing. Had an amazing lad called Michael assist me the best he could. So polite and friendly. Although he had overwhelming customers, he kept a smile on his face and continued to do his work. It’s an amazing gift to have, being able to do your job whilst under pressure. I’d recommend this and I hope Michael gets the recognition he deserves.",Lidl
4,Was shopping hear at the weekend a wonderful young lad cian helped me with my shopping he also told me his recipe for coddle and helped me pick out all the ingredients can not wait to try it highly recommend Lidl,Lidl
5,"Lovely place for family and friends ❤️
Lots of items for Christmas 🎄🎄 happy to be back …",Lidl
6,"Ridiculous customer service. I wish I could give less than one star.  Today I went there and I got some groceries. After paying I noticed that one of the product  was not sealed and the box was opened. The lady who was working on the till told me to exchange which I tried but  I could not find the same product  and I got a similar one and I told her that I would pay the difference. Then she asked me to queue up again and I did for quite long and when I got there to exchange the product she told that wouldn't be possible.
So incompetent and rude 😒",Lidl
7,I was in the Santry Lidl store recently and I was there for the very first time purchasing my lotto tickets for the weekend and when I handed one of the store assistants the lottery tickets that I purchased he hadn't any idea how to put the tickets through the machine that I purchased as the lottery machines in Lidl are different to the ones that any  newsagents and other supermarkets would have and he had to call over one of his work colleagues to show him how to scan the lottery tickets that I purchased on the machine and I also handed him two tickets that I won 2 free Daily millions Quick Picks on from a previous lotto draw that I did the lotto for and when he did scan one of the tickets that had one of the Daily millions Quick Picks on only one of them printed out for him and the other one didn't print out of the machine for him and then he had to call a work colleague over to his till to serve me as he hadn't an idea how the lottery machines worked and his work colleague wasn't very helpful with dealing with my situation as I demanded that I got my prizes that I won from a previous lotto draw that I did my lotto for and then the situation got to a point that the other store assistant that served me spoke to the security guard who was on duty at the time I purchased my lottery tickets for the weekend and collecting my 2 free Daily millions Quick Picks by denying that I hadn't won anything on the 2 printed tickets that I handed to her to check for me and she kept on saying that I didn't win 2 free Daily millions Quick Picks and then the security guard asked me to leave the store when I demanded that I got my prizes that I won from the lottery and then eventually after waiting more than half an hour to be served I finally got served properly by a different store assistant who believed that I was telling the truth about me winning the 2 free Daily millions Quick Picks and she had to go back and forth to a checkout that I won the 2 free Daily millions Quick Picks on and she had to print out 2 of the tickets for me as the ones that had the prizes on said invalid ticket and throughout the half hour or so I was in the supermarket for I was very agitated and frustrated while I was waiting to be served properly by a store assistant as I wasn't too pleased with the store assistants and my customer service in the Santry Lidl except for the one who believed that I was telling the truth about winning the 2 free Daily millions Quick Picks and I would like for this store to get better staff who knows how to log into the lottery machines in Lidl in Santry and any other lidl stores around the country that sells the national lottery as the staff in Santry Lidl aren't great at serving the customers the lottery and they need to stop denying that the machines aren't working when they do be working and it's not fair that I had to wait half an hour or more to be served the lottery by a store assistant or anyone wishing to purchase the lottery as people should be served in a fair and polite manner rather than being sweared at over an issue which isn't their fault at all and having to wait half an hour or a long period of time to be served the lottery that want to purchase the lottery,Lidl
8,Great store with very helpful staff. Good discounts the hour before closing. Never too busy and quick to open a till if queue builds up. App is also great for more discounts. Customer service are quick to address and resolve any queries in a fair way.,Lidl
9,Typical Lidl place with lovely stuff. Good parking with wheelchair accessibility. Trolleys take 1/2e coins. Inside plenty of space and not too busy (except weekend I guess). Good choice of fruits/veggies/legumes/greens. Really recommend the place as the prices are decent and they have good discounts every now and then (check their website). Recommend.,Lidl
10,"Always good prices for general groceries and various types of alcoholic drinks, fresh fruit, meat, fish, vegetables and bread.",Lidl
11,A great shop for your food all you need under one roof. A good location to major bus routes plenty of free parking outside if you need it.The staff are all very nice. A big thumbs up.,Lidl
12,As usual Lidl manages to fulfill customer expectations by providing good quality items with less price. Also thet have really nice mid aisle items for shopping this week.,Lidl
13,"Very good supermarket. A lot of discount products and great deals. Just be careful with some deals, because they might be next to the expiration date. There's a large section of household items, some with nice prices. The cashier are very fast! Also, bring your own bag (you can buy here too, but what's the point of save money and then spend in bag?)",Lidl
14,"Very busy, few tills open as usual
Tesco has same prices now on loads of products but better quality I noticed recently.  Overall lidl goods store  but not for filling the trolley at the end of the week!!!",Lidl
15,Soooooooooooooo much better than aldi,Lidl
16,"Good shopping experience. Produce fresh and tasty.  Quite a good variety of fruit & veg. Can sometimes seem a bit cluttered or 'busy', maybe due to narrow-ish aisles??  Very friendly staff which makes it a warm supermarket,something that has been lost over the years with bigger establishments.",Lidl
17,"Get what you need, can be a bit hit and miss for regular items if you like cooking veg and fruit go off/turn quickly I have found and its not as cheap as they claim ,if your stuck it will do",Lidl
18,"It's a different layout to every other store, but staff are nice, lots of room to get around...have to say quality of food in lidi is getting better, try fitfoods if looking for low calorie, tasty food",Lidl
19,"Good variety, competitive prices and good service",Lidl
20,"This store has minimal staff. Two persons on the till with one person by the entrance playing on their mobile.
You're better off going next door to M&S to do your food shopping, as there is limited items on the shelves.",Lidl
21,"Cheap prices and decent selection of items. Won't have many things that aren't very mainstream in Ireland though... For example I couldn't get nutmeg or allspice powder, cornmeal, active dry yeast, or taco 🌮 shells. …",Lidl
22,Restocking took up too much room. Eg boxes and trollys  Perhaps do it at night. I felt place was very impersonal.  Turnips were wrotten. Till guy just kept shoving my stuff. And i a pretty fast packing. Customers are humans.,Lidl
23,"Could improve with encouraging more adherence to social distancing and wearing of covid19 transmission preventing masks,  including the staff. Otherwise great value as usual.",Lidl
24,"Staff not very helpful, I asked a female member of staff where I would find a certain item and she just pointed and said "" down there "" and walked away. This was not the first time this has happened",Lidl
25,"Easy to find what ur looking for beautiful fresh flowers& plants that dosent break the bank the meat is very reasonable priced & it's irish meat you wouldn't put any other meat on ur plate at home,got a lovely chicken oh so juice y staff went out of the way at checkout helping me I,'ll be back to Aladdin cave for more bargains through the week",Lidl
26,"I was in here over Christmas and it was really busy. I got through the tills fairly quickly. Keep your eyes open while parking your car, it can be a bit tricky!!",Lidl
27,Good shopping for groceries place..easy to park outside and well stocked shop...,Lidl
28,"Good shop a really good sized lidl store
With loads on offer plenty of bargains in the food and special offers department the tools can be hit or miss but the wooden childrens toys are always great quality. unfortunately it can be difficult to get in and out of the car parking as that side of the shopping area is very tight",Lidl
29,"Very spacious store with lots of food choices at very low prices.
Every week there are other household items you may get cheaper and Electrical/useful goods",Lidl
30,Clean and big place to do standard shopping. Wide choice of products. Parking in front of the shop. Convenient location.,Lidl
31,"The CS is great, but the shop is always out of stock making me go to town in order to  buy products",Lidl
32,Good products at fair prices. Access and use friendly. Good parking and close to many other shops. All you need at one location.,Lidl
33,"Generally a really good place to do your shopping. The prices are competitive andcthe staff is mostly helpfull. The only nevative part is that it happens wuite often that the food is out of date or just about to expire, however is still on the shelves for a full price",Lidl
34,Great place for food shopping. Often offers and discounts. Weekly promotions. Products close to the expiring day are with 30% discount. Not really crowded as the others in city centre.,Lidl
35,"Great prices, great product selection - you can also find products such as pumpkin seed oil, which are hard to find anywhere else. Best of all - wide range of delicious chocolates!",Lidl
36,Some goods are missing you can not find all you want,Lidl
37,"Nice shop, nice and tidy small problem it's hard to find staff on a shop floor if you need them but the rest is fine.",Lidl
38,Bought an item. Went home cooked it ended with a bout of diarrhea. I was sick after it to. Sweet and sour chicken. Don't buy it,Lidl
39,"Just bought a hair trimmer for €19:90. Great value did a great job. Nice shopping experience.
I'll be back.",Lidl
40,"Very quick service, all staff pleasant and helpful. Excellent Covid precautions.  Appointment on time. Couldn't ask for more.",Lidl
41,"Wonderful store with weekly offers.Suits to all.I feel good while visiting Lidl with a very reasonable prices of products. Bakery,
clothing ,kids toys and garden section are all amazing.Love to visit it and its worthwhile.",Lidl
42,A very big Lidl that is always empty. There is a large amount of parking and ample room inside. It looks like every Lidl does but is larger than most.,Lidl
43,"Not a pleasant experience, hard to get any attention form any staff member as they taking about private matters on the head sets all the time, great quality product as Lidl always have out sie from F&V that is rotten moste of the time due to lack of chill unit and very high temperature over the fresh stock.",Lidl
44,"Well its my local lidl staff super 👌.
Family favourite bread Hovis Granary
All luv it.Staff one of best in retail.
Local shop in Omni Park.Super
Layout.XxXxX.",Lidl
45,Everything I needed  and an interesting  selection of other  items. Pleasant experience today.,Lidl
46,"Lidl is great place to do your main grocery shopping. However, there are some products such as chicken, herbs and fruits, which are better to be bought from somewhere else. Lidl still my favorite.",Lidl
47,Good variety of food and drink.  Value for money.But..STILL.Needs More Staff on cash desks !!! TELL MANAGEMENT!!,Lidl
48,"A good place, as Always to find food items and other house hold goods.",Lidl
49,The non-food section was a real mess. Many parts of the store were also in bits. I wouldn't go there if I had another choice.,Lidl
50,Not good. Overcharged on two items which were marked clearly on your shelves at 1.99 each. I was charged 2.49 for one and 2.99 for  the other. Got no satisfaction.,Lidl
51,Card machines never swipe. Very annoying. Also 1 card machine u cant see your balance screen blank.,Lidl
52,Most of the times it's fine. But Saturday 10th I had a rude and ignorant man at the checkout and I actually complained by email,Lidl
53,"Same as usual....noticeably smaller total at checkout than expected.  Again, as usual, there are a few items that they don't carry so I will have to go to another supermarket as well.",Lidl
54,You can all groceries at less prices. I wish they had bit more asian items included in their products like lentels and maybe few masalas,Lidl
55,Checkouts poorly manned not sure if the management are tuned in regarding number of checkouts open really need self service or basket only tills staff are always lovely to deal with,Lidl
56,"I dont normally shop in Lidl but,as it was close by yesterday I dropped in. We only needed 1 or 2 items. There is something missing from this shop that I cant quite put my finger on. It lacks atmosphere, the shelves/baskets were very untidy. Also, I dont find the staff as friendly & as helpful as Aldi",Lidl
57,Had a big variety of things. Difficult to find things though and it will either take a lot of time or more than 1 visit to be able to know what is available in the store.,Lidl
58,"Bearing in mind I was only getting a few bits and pieces, the experience was as enjoyable-if that's correct word- as all my other visits to LIDIL.",Lidl
59,"Always good value, often find items i did not know i wanted!
Got plants for window boxes",Lidl
60,Great  service  n Great  prices lots more spacious  now,Lidl
61,Bought peaches but paid for nectarines :(,Lidl
62,Nice to see shop was very clean and tidy and well stocked and the staff are helpful and friendly.,Lidl
63,"Well laid out, fully stocked, and the staff are extremely helpful.",Lidl
64,"Lidl first opened in Germany in 1973 and then in Ireland in 2000 and has nothing to do with Aldi or Aldi Sud (South)as it is known Aldi Nord (North) is the relation. Anyway end if history lesson. Do at your peril confuse this shops with poor quality this is far from the truth its value value value and great products. There is no excuse for not eating healthy anymore and these shops have saved many families from hardship. They are social miracles. We all have choices now in this country remarkable when you consider where we were in the 80s. I love these shops especially the tools and other man stuff they have or as my wife puts it ""Man creche"" My dog Teddy loves Lidl too.",Lidl
65,I visit my local lidl today its a good store but I did. nt get my first time discount of 5 euros because I was told it expired a little sad about this won't sleep tonight.,Lidl
66,"Great shop, great staff very organized very clean and you'll always find everything you need.",Lidl
67,"Good prices, organized store, not too crowd.",Lidl
68,Great Shop well situated in the Omni centre plenty of selection staff helpful only downside is the parking can be tight,Lidl
69,"Easy to walk around, lots of space, loads of amazing products, very cheap and excellent customer service. Free parking too.",Lidl
70,Good supermarket for daily shopping. May take you a while to get to know the products but then you will like it and see the huge different in the prises to the other supermarket.,Lidl
71,Great never know what deals your going to get spend €30 today and gave me free tea bags and biscuits 11/05/2018,Lidl
72,They are selling Soya and Insect burgers now! Yummy!,Lidl
73,"Usually very good shopping time, clean and handy place, staff are helpful",Lidl
74,"Great value for money, location is good, near many other shops.",Lidl
75,It's wat u get from lidi great prices,Lidl
76,"Sorry guys,   very bad smell in the store,  from the minute you walk in the entrance,  not a good shopping experience,  grabbed my few bits and ran !",Lidl
77,Shop is great and till staff excellent and efficient. Parking a pain at busy times.,Lidl
78,"Personally I go for Aldi every time, I find them to have better quality products.
But Lidl isn't too bad and is certainly cheaper than SuperValue",Lidl
79,Visited every week sometimes even more often. Good quality food and a lot of discounts.,Lidl
80,"Spacious, modern queue system and parking lot. Plus it's located beside other big stores and cinema and food.",Lidl
81,"Great shop, good food. Only downside is that it can get very busy",Lidl
82,Very busy this time of year but great prices........and checkouts move pretty fast.,Lidl
83,Staff always friendly. Plenty of parking. Lunch time can be very busy.,Lidl
84,"As always value,as always don't open extra till till the que is tooo long.",Lidl
85,Always great value shopping with lots of weekly specials.,Lidl
86,"Great prices and quality,  your mad if you are not shopping here or in Aldi",Lidl
87,Great size Lidl and very well stocked. Staff are friendly and helpful.,Lidl
88,"Great shop, vast array of freshly baked bread, cakes,",Lidl
89,I prefer aldi to be honest but go to lidl sometimes.fresh bakery had flys on food they need to cover them up to sort this issue,Lidl
90,It has a great assortment. And the variety of fruit and vegetables are fine to be in Ireland.,Lidl
91,Well layed out shop friendly staff. Great parking,Lidl
92,Apart from the usual delays that you encounter at lidl waiting to pay for your stuff it's really nice and modern.,Lidl
93,Service with a smile. You know what to expect. Easy to navigate and quick check out.,Lidl
94,Good choice of food and great deals each week,Lidl
95,"Cheap, Friendly Staff, Checkouts have improved",Lidl
96,You can do your entire grocery but don't come late before closing time as you might find some half-empty shelves,Lidl
97,"Good value grocery store greatly helped by new checkout staff member, Kerry. Congrats Kerry...",Lidl
98,"I bought a 4 pack of Jam filled Irish Donuts today ...

Oh My Giddy Aunt, the 1st donut and the last donut, were the only ones that had JAM.

LIDL  LIDL  LIDL  ...  Where is my JAM  ???",Lidl
99,Usually I would be happy giving lidl a 5/5 but I couldn't get my meat today. Also weak in the juice department,Lidl
100,"Always clean and organized, great for getting a few groceries in",Lidl
101,Great choice and extremely good value without sacrificing on quality. Super,Lidl
102,"Good selection of produce, helpful staff, nice atmosphere!",Lidl
103,Excellent store with benefit of adjacent Mark's & Sparks.,Lidl
104,Bright spacious store.Fantastic bakery and modern queuing system at cheak outs that other well known supermarkets should adapt.,Lidl
105,Nice place to shop with lots of food items to buy.,Lidl
106,There the same pretty much where every you go. Great Thursday and Sunday deals,Lidl
107,Great bakery fresh fruit and veg section good value for a family shop,Lidl
108,Deals great place to shop and great prices and good offers,Lidl
109,Great place to shop and save. Great service too,Lidl
110,It was very good staff friendly shop  clean,Lidl
111,Good stuff in good price and weekly offers too,Lidl
112,"Very clean,  organized. But staff are sometimes not helpful.you find almost everything in lidl.",Lidl
113,Very efficient service from all the staff  Easy shopping.,Lidl
114,"Very great and good staff ,had everything I needed",Lidl
115,"A spacious hypermarket like most of the other Lidls'. It's very close to Omni Shopping centre, Tesco, KFC, McDonalds and many other restaurants and shops.",Lidl
116,Nice and clean place. Customer friendly staff,Lidl
117,"Best, cheap and user friendly grocery store.",Lidl
118,"Security man more than helpful.
Cashier very pleasant",Lidl
119,"staff very helpful ,  for my needs , not too full ,  felt comfortable shopping",Lidl
120,A good place to get reasonably priced food,Lidl
121,Just love all the bargains and the different types of food,Lidl
122,Excellent and quick check out like usual,Lidl
123,Fine. Found all I needed.  Cashier was friendly and helpful,Lidl
124,Grocery store with various items at good prices.,Lidl
125,"Great new shop, friendly staff and cheap prices.",Lidl
126,No queing help full staff  good place to shop half the price for what I need,Lidl
127,Its ok poorly stocked on fresh stuff most of the time,Lidl
128,Good store great staff. Very helpful.,Lidl
129,"Great store,handy free parking and good opening hours",Lidl
130,Big spacious easy to find products nice staff,Lidl
131,Very comfortable to walk around and the staff friendly and helpful,Lidl
132,Good store reasonable prices good bargains,Lidl
133,Your staff are away lovely. But where is your green pesto gone?,Lidl
134,Plenty of Parking...easy access..right beside Omni Shopping centre,Lidl
135,"Lidl is Lidl. Always up to scratch. No negative experience here,and always good value.",Lidl
136,A decent selection of produce and usually better quality compared to Tesco.,Lidl
137,Usual eclectic mix of supermarket clothes shop and electrical goods you expect from Lidl,Lidl
138,"Excellent service and quality, thank you.",Lidl
139,It's quality produce at a great price. What's not to love?,Lidl
140,Easy-to-use and find what you are looking for.  Staff most Times are friendly,Lidl
141,Excellent bargains and offers nice staff,Lidl
142,Lidl Freeway Diet Cola 2 litre bottles available in Lidl Omni Park.cut down on sugar,Lidl
143,Quality products and good pricing,Lidl
144,"Good quality products
Becoming price competetive",Lidl
145,Good value big selection than other lidls,Lidl
146,Visited the omni shop not as much variety as Aldi be store looks well,Lidl
147,Great for  shopping  but the ques are mad,Lidl
148,No bread...and big delay at checkout ..only one check out open 😑 …,Lidl
149,Had everything I needed however could do with more staff on the tills. Only one open.,Lidl
150,Great place to go and do your shopping,Lidl
151,My sister and I always enjoy shopping in Lidl staff always helpful,Lidl
152,Omni park Lidl such a nonsens 8 pk of guiness for 12 euro but 8 separate cans for 8 euro very logical,Lidl
153,Good parking and selection of items.,Lidl
154,No queue  good service and great range good parking,Lidl
155,"Very good ,organised place and very good prices",Lidl
156,Great value for money 💰 …,Lidl
157,Amazing christmas staff at great prices 🥰🥰🥰 …,Lidl
158,A lack of basket trolleys is its only let down,Lidl
159,The bakery is very bad and always out of the baked goods but the shopping is fine,Lidl
160,"Excelent, it has all what you need and more",Lidl
161,Very good.  Staff very friendly and efficient.,Lidl
162,"I just love lidl, but its a good new store, nice wide aisles",Lidl
163,Great selection of groceries,Lidl
164,Generally well stocked whenever I go,Lidl
165,"Great deals, great customer help",Lidl
166,"Great service, staff always smiling!!",Lidl
167,"Great staff ,always a bargain",Lidl
168,Decent size. Nice bakery stuff.,Lidl
169,"Great quality, selection and value.",Lidl
170,Conveniently placed inside Omni park shopping centre. Plenty of parking too..,Lidl
171,Clean with excellent value local produce,Lidl
172,Not a good experience today,Lidl
173,Great food &value as usual,Lidl
174,No trolley sanitizer  and  lack of a few items,Lidl
175,"Very convenient location, plenty of parking",Lidl
176,Great shop for shower gel. Deodorant etc,Lidl
177,Excellent Lidl - plenry parking and quite big.,Lidl
178,Good products nice price,Lidl
179,"Very clean and good choice, friendly staff",Lidl
180,Good for your weekly shop,Lidl
181,"Nice clean, bright store.",Lidl
182,Very friendly well laid out,Lidl
183,Awesome store and with cheap prices,Lidl
184,Well stocked and extensive range...,Lidl
185,Staff are always friendly.. In and out in no time..,Lidl
186,Nice clean Lidl my goto for shopping,Lidl
187,"Big lidl,  plenty of parking lots,  close to omni shopping centre and cinema",Lidl
188,Love Lidl but staff can sometimes be moody,Lidl
189,Great cheese twists and orange juice,Lidl
190,"Fine big store, easy access for wheelchair",Lidl
191,"Quick and Sharp, friendly check out assistant",Lidl
192,Great select of food to chose from,Lidl
193,Best with lower price is always to be found in Lidl.,Lidl
194,Good Lidl. Nice staff. Open 8am.,Lidl
195,Best Nespresso coffee for decent price.,Lidl
196,"Always, clean and good value.",Lidl
197,"Good store, plenty of bargains",Lidl
198,Ok. Not a big lidl,Lidl
199,Some products has no price tags,Lidl
200,Lidl are Lidl always great. Lovely staff,Lidl
201,Perfect shop I recommend it to everyone,Lidl
202,Freeway diet Cola 2 litre bottles now back in stock,Lidl
203,Standard larger Lidl. Same as all Lidls with parking area outside.,Lidl
204,Cheap and affordable not bad,Lidl
205,"Good store, fresh products!",Lidl
206,Got some veg as was out of date not good,Lidl
207,Great shop lots of choice,Lidl
208,Lidlhas a new store in swords down side no small trolleys,Lidl
209,"Getting LIDL tattoo, best shop EU!",Lidl
210,Best quality / price ratio.,Lidl
211,Very cheap and good quality,Lidl
212,They have a bakery fresh bread and cookies,Lidl
213,You can't go wrong with Lidl😊 …,Lidl
214,Has pretty much what you need,Lidl
215,Affordable and good range of products,Lidl
216,To buy grocery items with great value..,Lidl
217,Bad customer service teller slagging of customers while we were been served,Lidl
218,Staff are friendly n helpful,Lidl
219,"Normal aidl, nothing special and some things stocked in wrong places",Lidl
220,Lidl like other and has big free parking available,Lidl
221,Good prices and good Variety,Lidl
222,Good prices. Organized.,Lidl
223,Very good and happy with staff,Lidl
224,Great prices and staff,Lidl
225,Great for the weekly shop,Lidl
226,"Very good, indeed.",Lidl
227,Nice Lidl with great choice of products,Lidl
228,Good selection.,Lidl
229,"Clean, properly stock shelves.",Lidl
230,Good value shopping.,Lidl
231,Cant be beaten on value for money,Lidl
232,Always great value.,Lidl
233,Good stuff and good prices,Lidl
234,Excellent friendly staff.,Lidl
235,My favourite shop.,Lidl
236,Nice shop and staff,Lidl
237,Cheap but difficulty in finding things .,Lidl
238,Good selection food,Lidl
239,Free parking and many choice of product,Lidl
240,Amazing market and amazing prices,Lidl
241,Great value,Lidl
242,Great service and products,Lidl
243,Different products. Professional crew,Lidl
244,Nice place to shop,Lidl
245,Great value for money,Lidl
246,Average.  Its another cookie cutter Lidl.  Nothing stands out.,Lidl
247,Very good staff very helpful,Lidl
248,Pleasant shopping no hassle,Lidl
249,Always good veg,Lidl
250,Standard Lidl good value store,Lidl
251,Sometimes the prices are good,Lidl
252,Good value store,Lidl
253,Perfect for quick shopping,Lidl
254,It's a supermarket what more can I say,Lidl
255,It's a lidl folks. They're all the same.,Lidl
256,"Good, clean store",Lidl
257,Not that many tills open. Long wait,Lidl
258,Promotions omg only hereee,Lidl
259,No staff,Lidl
260,Good place for groceries,Lidl
261,Very good as usual,Lidl
262,Poor Customer service,Lidl
263,Staff not helpful and grumpy,Lidl
264,Very helpful staff,Lidl
265,Quite lot of parking available.,Lidl
266,Cheapest of all.. Tesco and Aldi !!,Lidl
267,Small Lidl. But nice,Lidl
268,"Clean, nice staff",Lidl
269,Best hot choclate ever😋😋😋 …,Lidl
270,Great value as usual.,Lidl
271,quality and good price,Lidl
272,Good quick service,Lidl
273,Very friendly staff.,Lidl
274,Sure they're all the same,Lidl
275,Great store.,Lidl
276,Great prices.,Lidl
277,Grand and handy to park,Lidl
278,Thanks Google you physco stalker,Lidl
279,Good valu,Lidl
280,Good lidl,Lidl
281,Lots of Xmas presents to select from,Lidl
282,Really big store,Lidl
283,Very good,Lidl
284,Great value.,Lidl
285,It is a Lidl. What would you expect?,Lidl
286,Lidl is Lidl - you know what you are getting and where everything is.,Lidl
287,Had everything I needed,Lidl
288,😠 …,Lidl
289,Clean shop with plenty of parking,Lidl
290,"Excellent, very safe",Lidl
291,Same as every other lidl,Lidl
292,Super friendly,Lidl
293,How many till open.,Lidl
294,"I
its very  handy",Lidl
295,Great prices,Lidl
296,"Ahhh, what can I say",Lidl
297,"A generic Lidl, it is all it should expected to be.",Lidl
298,I got some glh,Lidl
299,Best Lidl ever?!,Lidl
300,Had everything i needed,Lidl
301,The best shop in Ireland !,Lidl
302,Great place,Lidl
303,to many packers on floori,Lidl
304,Great bargains,Lidl
305,Nice offers,Lidl
306,Always good,Lidl
307,Love Lidl,Lidl
308,The best,Lidl
309,Good staff,Lidl
310,Great and cheap,Lidl
311,Cool place,Lidl
312,Pleasant time shopping  in Lidl,Lidl
313,nice to visit,Lidl
314,Well stocked,Lidl
315,Not busy.,Lidl
316,Good place,Lidl
317,It's okay,Lidl
318,Splendid,Lidl
319,Great,Lidl
320,Friendly staff,Lidl
321,Very friendly staff,Lidl
322,Very crowded,Lidl
323,Prices are low,Lidl
324,Always good,Lidl
325,Ok,Lidl
326,Always cheaper,Lidl
327,Lidl is alwaya nice,Lidl
328,cheap and handy,Lidl
329,Discount on everything,Lidl
330,Cheep and cheerful,Lidl
331,Brilliant,Lidl
332,Santry,Lidl
333,Good,Lidl
334,Has everything,Lidl
335,Great prices,Lidl
336,Great value,Lidl
337,😂😂 …,Lidl
338,Cool,Lidl
339,as any Lidl shop,Lidl
340,Cheap,Lidl
341,same as everywhere,Lidl
342,good prices,Lidl
343,Clean shop.,Lidl
344,Great shopping,Lidl
345,Value shopping,Lidl
346,Great shop,Lidl
347,Grocery Shop,Lidl
348,Brilliant 👍 …,Lidl
349,Nice,Lidl
350,Great,Lidl
351,Cheap,Lidl
352,Good price,Lidl
353,Ok,Lidl
354,Ok,Lidl
355,Ok,Lidl
356,Great,Lidl
357,Good,Lidl
358,Good,Lidl
359,Great,Lidl
360,Cheap,Lidl
361,Good and the prices are nice,Lidl
362,Good service and a variety of cheap choices the products are good. So a good Lidl,Lidl
363,"If you find a Lidl supermarket, feel like going to the one under your house. (Wine costs much more than in Italy)",Lidl
364,"Grand Lidl, with excellent products that we don't have in France, the choice is varied and the prices very affordable, the only negative point is on the cheeses because there is little choice. Otherwise I highly recommend, because Dublin is very expensive",Lidl
365,"There are specialized containers for clothes, food, etc. on the site.
There are no queues even on weekends. Very fast service.",Lidl
366,"Large parking lot, barrier-free access, good selection of goods, quick checkout.",Lidl
