Review Number,Review Text,Store
97,"Great for doing the weekly shop, or for to just grab those few bit's to get through a couple of day's. Great product at a great price.",Aldi
98,Great sop's and staff,Aldi
99,Love Aldi (except it's always freezing ..wear a coat ). The value for money is exceptional and stocks a great range too. My daughter is a coeliac and I get a lot of her basics here.,Aldi
100,"My fav grocery store. I prefer coolock, however the layout is similar in all aldis which is good. I love their special buys. I find them great value for money. In all Aldi is exc value for money",Aldi
101,"Competitive value and great selection. I do wish they would drop the ""specially packed for"" as this does not show actual origin of products and is therefore irrelevant.",Aldi
102,"Great place for shopping, ample parking spaces and good staff.",Aldi
103,Great shop everything that you need in one place. Very fast checkouts with lovely staff.,Aldi
104,Not bad should have more tills open as shops always packed a lot of waiting while lots of staff are walking around de shop.,Aldi
105,"Yea good to shop here tings are not too exspencive wit a wide variety of tiñg from clothes to tool etc..,.,,..",Aldi
106,"Brilliant shop friendly staff, really helpful.",Aldi
107,"Supermarket shopping,hardly a life changing experience ,but necessary all the same.Aldi Coolock store ,my nearest one , pleasant staff ,centre aisle and special buys are good value .Shopped recently on a Monday afternoon ,found the store less crowded.Ample car parking.",Aldi
108,Great priced and excellent quality with a good selection of Irish meats . Only downside I found is not enough tills open when I was there,Aldi
109,Very busy store. Products could be better organized.,Aldi
110,Very good shop where you can get all the weekly groceries at excellent price. The special buys could be better as competitors have better ones,Aldi
111,because they have everthing you need and a lot cheaper,Aldi
112,"Great value, as always, but very hard to get parking. Ideally,  don't shop there on a Saturday afternoon!",Aldi
113,"Great prices
Great deals on a wide variety of items
From a lawnmower to slow cooker
You can find anything throughout the year",Aldi
114,"Great store, plenty of parking, great produce, good prices. Staff helpful.",Aldi
115,"Same Aldi as everywhere else with good stock levels. The parking here can be awful though, so I'd recommend going at an off peak time.",Aldi
116,"Love the variety they have in here of convenience foods and health foods. Also, super comfy, spacious. Best Aldi I have seen till date.",Aldi
117,"Great selction food, household, clothes, health and beauty and special buys.
Checkouts managed well for demand and staff very helpful. True Aldi experience",Aldi
118,Good selection and great prices. Stock control could be better and having pallets in the aisles during opening hours is unacceptable.,Aldi
119,Not enough disabled parking. Only 2 disabled parking spaces within the hole of the carpark,Aldi
120,love the deals every Thursday and Sunday overall great price on everything,Aldi
121,Great place lovely  staff and I make sure to shop there every day  and fantastic  value.,Aldi
122,"They hire people who can,t speak English so you can't ask them if you ar looking for an item",Aldi
123,Very helpful staff good reason to go back again always have a smile on their faces,Aldi
124,"Decent Aldi, but where are the vegan rice pots? An essential lunch item that are never available 😭 …",Aldi
125,I bought a duvet and lost the receipt. I took it back the next day because I no longer needed it. The supervisor at the supermarket refused to take it because of the receipt. He also refused to give me s gift card and his approach was indifferent.,Aldi
126,Can't beat this place for value and quality.  Fine big parking area...,Aldi
127,"Regular ALDI. You don't find the nicest fruits and veggies here, but Romeo candies are fantastic, and they have a wonderful bargains in the middle row.",Aldi
128,"I love this shop and Its very close to my house, fresh fruits and vegetables. You can find mostly everything",Aldi
129,The staff members have no clue what belongs to their current stock... Very incompetent but at least some of them are ready to help buyers!,Aldi
130,Busy and often runs out of products but the staff are really nice and the location is good.,Aldi
131,"There is no pressure, u walk in and around     having a peak and then done x",Aldi
132,I don't hate it but my local Lidl is far nicer to shop in. The shelves are often empty & things are in the wrong place so you never know the price.,Aldi
133,Watch out for the prepacked ham fillets. Bought them one a few that was off. Exchanged it and one I exchanged it for was stinking too. Customer care afterwards was very poor.,Aldi
134,Great selection of goods. All fresh products are well in date and of good quality.,Aldi
135,"One of the best hypermarkets going,  Good food great prices and always a special deal to have an eye on.",Aldi
136,I was very well looked  after and pleased by I think it was Katlina good service and a  cool head hope I got the name right.,Aldi
137,"Shop there all the time , great selection of food , staff very helpful and friendly , very clean store.",Aldi
138,Great shop great polite staff i just love the shop and id give stars t 10,Aldi
139,"Aldi Southampton is a great store for students to shop in. A good choice of goods and very reasonable prices.
My daughter and her fellow students all shop here.",Aldi
140,I absolutely love the shop always has what you want and very helpful if you need it and very cheap the best shop that ever came to Ireland love it,Aldi
141,Good staff great customer service .. this store is in as bad area not a safe place to shop I think from my experience,Aldi
142,Loads of room very wide product range and you got to love the special buys,Aldi
143,Good little store some great products and deals long may it continue,Aldi
144,I had a nice time staff very helpful got a lot of bargains and great quality,Aldi
145,Love the new look.. Just need to get use to where everything is.. But a lot better,Aldi
146,They show things in their booklets for the 10th October...and when they don't have it in any of their stores...l was their at 9am this morning so they were  NOT sold out l asked they don't know when they are coming in....,Aldi
147,Aldi coolock great store for diy  bargains 100 piece tool set 22.99 plus batten finder 11 99  up to 36 e in other hardware stores I rest my case  go on Aldi show These big greedy multnationals  how its done long may it last,Aldi
148,In general nothing bad to say. But will be perfect more than normal brans.,Aldi
149,Have shopped at Aldi for the last 13 years+ I won't shop anywhere else 100% best food shop we ever shop in staff and shop manager Peter at coolock Dublin gives 100%care to his shopper's  and my family in particular over the years many  thanks Peter and all the staff at coolock Dublin..,Aldi
150,I like that the fridge part is inside the door and that everything is easy to find   and im constantly surprised evertime i go to the checkout,Aldi
151,Great place to shop..gets very busy though..Tuesday afternoons are a bit quieter!,Aldi
152,The staff in the coolock store were very helpful and friendly great value for money,Aldi
153,All good except trying to get minerals from the stack while another pallet is on top,Aldi
154,"Excellent value and service. Staff courteous, helpful - the best ever.",Aldi
155,It's a fine big store but hard to locate what you want when you're not use to o that store.,Aldi
156,Hadn't got what I was looking for.5 weeks waiting for the drinks to come in and still haven't got them,Aldi
157,"Great prices,the only issue is you may need to que for parking",Aldi
158,"I would like to say that I find it cheaper to shop but I don't all the shops have put the price of everything up so can't afford to do big shops here anymore, it's a shame but that's the way things are now",Aldi
159,Why would you bother going anywhere everything is half price staff are very friendly products are high quality,Aldi
160,"You cant beat Aldi.great prices,great food and staff are lovely. Tremendous is the word. 5 stars.",Aldi
161,Aldi in coolock is basic enough.... doesn't stock nice Irish  produce like the other aldis...very disjointed organisation  in the shop... wouldn't be my number one Aldi.... but grand to get the basics....,Aldi
162,"Good shop   good prices, friendly staff",Aldi
163,My favourite place to shop lots of variety at very reasonable prices!!,Aldi
164,I think they could have their produce displayed better. Staff are helpful.,Aldi
165,"Aldi is a professional supermarket
I at one time was forced into shopping at Dunnes but since aldi has come here i have not shopped there due to a series of bad experiences of which i have never had in Aldi
What you see is what you get quality with an attractive price value for money in a quality enviroment",Aldi
166,"Great shop , got 3 full bags of shopping for 37 euro , you wont beat there prices",Aldi
167,Lovely place to  shop  and  enjoy the evening,Aldi
168,Hi love Aldi and the staff are so helpful and very present always have a smile when you come to them,Aldi
169,Value for money at these stores as is gives people some relief during tough times when work and mo ey is on a low,Aldi
170,Great quality food and great prices the parking area is not very big could be crowded.,Aldi
171,Great store has everything you need.plus you have to try the chicken tikka sandwhich filer.its delicious,Aldi
172,Very poor mask wearing compliance and people coughing all over the place. Didnt seem to be anyone enforcing masks at entrance.,Aldi
173,Great to do my shopping and get home no long waiting at the till,Aldi
174,"Great a whole weeks shopping done, in and out in 15 minutes great staff at tills. Well done",Aldi
175,"nice location , car park available and good variety. and of course very helpful staff.",Aldi
176,Great improvement in the store enjoyed my shopping there today:),Aldi
177,"All items easy to get at, every item easy to see and organised in logical order.  Very impressive to new customers of Aldi. Good luck to all in Aldi! Eamon Duff.",Aldi
178,"Good variety of foods, great value and friendly service from staff.",Aldi
179,Ok,Aldi
180,Very good lots of space to get around and staff are lovely and polite,Aldi
181,Very reasonable but not well stocked every day. Sunday early morning is a good time.,Aldi
182,It good   have lots of things   I would go once a month,Aldi
183,Great halloween bargains and friendly staff helped to make a good shopping experience,Aldi
184,Dont like it when they change the isles but love the price and the produce keep it the same and 100 per cent 😊 …,Aldi
185,Good clean safe shopping experience excellent place to shop,Aldi
186,"Good, fast  in&out,, very very quick,  great service,  highly recommended.",Aldi
187,"They make up there own law, the think you have to be over 21 to drink beer in this country so they keep harassing customers for I.D. Other than that they have cheap stuff but nothing special.",Aldi
188,Very good service and every thing I wanted.,Aldi
189,Love this shop staff always lovely and so cheap wouldn't shop anywhere else,Aldi
190,Very friendly staff working there. The Menager there is so nice guy. Thanks a lot again.😊😊😊 …,Aldi
191,Brilliant shop great to do your shopping in staff friendly supply very good 👍 …,Aldi
192,Love aldi quick through check out plenty to choose from and only place I will buy meat -chicken from prices are competitive,Aldi
193,There us plenty of room to shop in it and staff extremely helpful,Aldi
194,Good choice of food and flowers. Good checkout system nice place too shop.,Aldi
195,unbeatable prices as expected :-) the quality of vegetables is not so great recently,Aldi
196,Great shop no problems had everything I needed,Aldi
197,Great value in most things. Fruit and Veg isn't always that fresh.,Aldi
198,"it's a good place to shop for value, friendly service.",Aldi
199,Good value for money and great variety of products...love it.,Aldi
200,"It's Aldi, cheap mainly non brands groceries and a range of unexpected supermarket stock like tools gardening equipment and clothes. Parking at this branch is limited",Aldi
201,Great shop great prices only wish you would stock aphotic red wine its  california wine,Aldi
202,It was great .very quick and had everything I wanted,Aldi
203,Its a nice frendly place to shop and so much cheaper,Aldi
204,Nice and clean and easy to get around,Aldi
205,Decently priced. But a bit sprawling. Difficult to find some goods.,Aldi
206,Alot of people wearing no masks nd very little social distancing,Aldi
207,Aldi's is the best place for savings I have been shopping with aldi's for near on 20 years There stores have saved me a lot of money many thanks to them.,Aldi
208,Great place to shop great selection of foods and goods,Aldi
209,V busy. Easy access. Good value. Ample parking.,Aldi
210,Good store very helpful staff good prices red wine baron st Jean excellent.,Aldi
211,Shop there all the time great variety of food and household good and great value for money..,Aldi
212,"Not good,overcharged ,can't ring shop as there is no number available.had a feeling bill was not right even though cashier said it was.now I have to go back.very inconvenient.",Aldi
213,Nice big store very clean staff very friendly,Aldi
214,"Excellent  variety of goods , staff very helpful & friendly 👍 …",Aldi
215,Aldi is a great shop excellent quality and great value for money,Aldi
216,"Always a good experience, shelves well stocked. Staff a credit to company.",Aldi
217,Great value quality products nice staff.,Aldi
218,Great offers every week on fruit and veg. Easy to get around.,Aldi
219,"AlDI, great for the wine, very reasonable, good sellection, brandy is also cheep, always head to aldi to restock 🤪🤪 …",Aldi
220,"Good place to shop, doesn’t get too crowded",Aldi
221,"Newly renovated store . Better layout , more logical. Much more isle space. Well done.",Aldi
222,"Great shop, nice staff and great selection. Highly recommended",Aldi
223,"Desorganized and a bit messy. No control over the crowd with the COVID-19, everyone too close together",Aldi
224,The staff were nice and helpful the atmosphere was calm and quiet,Aldi
225,Very affordable and the staff are helpful and friendly,Aldi
226,Some managers dont adhere to Customer Quotas.  Overruled other staff members even though  other customers were wanting to buy the same item,Aldi
227,Aldi is a very good shop and friendly staff I would recommend the coolock store plenty of parking too,Aldi
228,Very busy no social distancing great centre with great value,Aldi
229,They have  a wide  range  of products and most of the staffare friendly all are efficient,Aldi
230,I go there every 2nd week with my mum everything's nice easy going,Aldi
231,Always get great help if needed,Aldi
232,Very friendly staff extremely helpful fantastic value for money,Aldi
233,"Close to 27 and 17a bus routes, handy location, great quality, excellent prices.",Aldi
234,excellent service very efficient. staff very helpful,Aldi
235,Nice and roomy but poor selection of men attractions.,Aldi
236,Lovely  and relaxing  to shop there also lovely  friendly  staff,Aldi
237,"Shelves are always empty, I don't understand why the store opens until 10pm",Aldi
238,"Cheap, easy to get around. Close to bus routes and staff are helpfull.",Aldi
239,Good value but find fruit and veg don't last a day,Aldi
240,Good value,Aldi
241,"It's ok but I find that the shelfs have to be stacked at lot of the Times I've been in this one,",Aldi
242,Good selection of all the usual Aldi stuff.,Aldi
243,Good value for product that are not from irish suppliers.. so could be had..  long run,Aldi
244,it was last minute and it was very messy and there were few products,Aldi
245,Great place to shop! :-) safe in this environment,Aldi
246,"Loved ambience, very friendly staff and it's so easy to find what you need",Aldi
247,Very good service and prices are quite cheap.,Aldi
248,Not expensive but doesn't have a lot of the things I want,Aldi
249,"Great bargains most everything there and only down the road,",Aldi
250,"I get Gf food here, They're alright, but I don't know what the hype about being cheaper I seen same prices in other supermarkets",Aldi
251,"Reasonable price's,friendly and helpful staff.",Aldi
252,"Great clean ,room to manover, loads of bargains for it money ,loads of parking",Aldi
253,Very well laid out fantastic bargains and social distancing very well laid out,Aldi
254,Good range at a competitive price. The constant opening and closing of checkouts is frustrating.,Aldi
255,"Great value, fantastic range. I shop here every week.",Aldi
256,Its my favourite shop. Spaceous quality products,Aldi
257,Always great value. Super veg and fruit offers.,Aldi
258,"They trick people  in going  to there store
When you get to the store To get something  that they were supposed  to have in there store All of a sudden  they tell you that they are sold out",Aldi
259,Nice place to shop. Staff is very helpfull.,Aldi
260,good brands and very cheap. good value for money.,Aldi
261,"Pricewise 5 stars alway's, and the staff are so friendly , Rob.",Aldi
262,Good selection of meats and always something new to try.,Aldi
263,Great shop was able to get all I needed,Aldi
264,Lucky to have Aldi so near me. Good quality food at reasonable price.,Aldi
265,"Pretty good Aldi, loses 1 star because trolley return is back inside building.",Aldi
266,The people who work there are very disrespectful my friend went there and she was treated with disrespect when you are buying something they dont even have a smile on there faces my friend will never go back there again,Aldi
267,Very cheap prices for good quality food.,Aldi
268,"Clean, always have good produce and right next to other stores.",Aldi
269,Great value family grocery shopping,Aldi
270,"Friendly staff and good sized, parking outside limited",Aldi
271,"Great selection of food and goods, very good prices.",Aldi
272,Great shop only on Sunday always very low stock,Aldi
273,Good produce great selection very clean store,Aldi
274,Totally recommend here so affordable and easy to get around,Aldi
275,Great value for your weekly shop🍫🍬🍭 …,Aldi
276,Great for weekly shopping. Mostly Aldi brands with great range of fruit and veg.,Aldi
277,Stopped shopping here as sick of wasting money on rotten fruit,Aldi
278,"Not what I would consider clean, think Lidl is cleaner and better priced.",Aldi
279,Good place to shop and very clean.,Aldi
280,Great shop. Great food items. Great prices,Aldi
281,Great never know what ye might pick up,Aldi
282,Good shopping plenty of choice staff very friendly,Aldi
283,Always enjoy my visit to Aldi and wondering what bits and Bob's will be there.,Aldi
284,"V easy to park, friendly cashier",Aldi
285,I do my weekly shop in Aldi. I like the quality of the food and the prices are hard to beat,Aldi
286,You have to love aldi. Great range (improving all the time) good prices.,Aldi
287,This store is super and the staff are excellent.,Aldi
288,"p
Big shop pleasant staff cheap goods what can i tell you .N",Aldi
289,Great value. Good quality products,Aldi
290,Good variety of food very busy shop at weekend,Aldi
291,Best supermarket in the area. . Good fresh food n meats.,Aldi
292,Love this shop my favourite in the area.  So cheap,Aldi
293,Had everything I needed. And lovely staff. What else would you need,Aldi
294,"Good range of products, good prices. Poor manning of checkouts !",Aldi
295,Grateful customers service and u guys listen when we make a point.Ray,Aldi
296,"Great selection, excellent value and excellent staff.",Aldi
297,"Plenty of parking, ease of access and simple hassle free shopping",Aldi
298,Great shop. Great prices. Great staff,Aldi
299,"Friendly knowledgeable staff, great value goods",Aldi
300,Staff are so happy and always helpful,Aldi
301,Excellent and as always staff so helpful and friendly.,Aldi
302,Fast service and had a great range of all products.,Aldi
303,"Still cheap as anywhere, and staff work hard to keep stores stocked, despite it being busy.",Aldi
304,Great value an quality excellent. An staff friendly,Aldi
305,Cheep food good place too shop enjoy,Aldi
306,Super cheap with lots of quality products to choose from.,Aldi
307,"Normal Aldi store you know what to expect , it will not disappoint.",Aldi
308,Nice clean and well stocked placed.,Aldi
309,"Great prices, lovely staff",Aldi
310,Good enough deals. But not large variety,Aldi
311,If you are looking for Aldi special items this is the store to look in. The range of special items  in this store is second to none.,Aldi
312,"It was busy, not enough tills open, too many announcements...we are opening till..we are closing till..",Aldi
313,Great value for money and a great variety of products,Aldi
314,Great bargins nice frenidly staff,Aldi
315,Great store at very reasonable prices,Aldi
316,"Very good Aldi. Big car park, other shops around.",Aldi
317,One of the better Aldi's to shop at. Go early while its stocked.,Aldi
318,Excellent selection of quality good at a great price,Aldi
319,"give me like chopped another cuz it's cheap
Ok it's cheap and convenient",Aldi
320,Not much to say about Aldi because everyone knows how cost effective it is to shop here and staff are always helpful,Aldi
321,all kind of good stuff to buy for a reasonable value.,Aldi
322,Fabulous shop great value for your BUCK.,Aldi
323,Always busy!  Parking can sometimes be a disaster.  But in store is as expected....,Aldi
324,Great prices lots of choice. Will be back,Aldi
325,I have shopping  at Alldis for 3 years and find it Brilliant  never shop any were else,Aldi
326,One of the best wide ailsed wide varietied I've been in,Aldi
327,Fresh Seabass fillet is very good quality and good price.,Aldi
328,The staff at the Roscommon branch are very helpful and friendly,Aldi
329,Good choice of products. Good price,Aldi
330,Great selection of products and great value for money,Aldi
331,Good selection of products and services is very good,Aldi
332,Cheap and has everything,Aldi
333,Staff are really polite and not long in the q,Aldi
334,Do my shopping here all the time love it,Aldi
335,Great value and ad quality is perfect,Aldi
336,"Always great, great staff great price point.",Aldi
337,Very good shop nice staff,Aldi
338,Always a good store to pop in and buy goods you need,Aldi
339,Still great selection of products and good value,Aldi
340,"Good store, very tight and limited parking",Aldi
341,It's ok but you can't most beer that you like.,Aldi
342,Good store and has all the stocks,Aldi
343,Excellent & staff also very helpful & friendly,Aldi
344,Plenty of parking. Friendly staff keenly priced groceries.,Aldi
345,Great place to shop with good bargains,Aldi
346,"Love Aldi, excellent value for money and great staff.",Aldi
347,Nice big store with good parking.,Aldi
348,I enjoy shopping in Aldl its never ti busy .,Aldi
349,"Gardens by mick
Excellent food and value here",Aldi
350,Great selection of food and fantastic prices,Aldi
351,"One of their biggest stores, great bargains",Aldi
352,Clean supermarket with good variety of produce at very reasonable prices,Aldi
353,"Alway excellent for quality, value and range of products.",Aldi
354,Love the new lay out in Aldi in Coolock. Lovely wide isles.,Aldi
355,Good amount of products.,Aldi
356,Some time never enough till open,Aldi
357,Aldi is Aldi Good range n great value,Aldi
358,Good shopping but it was freezing. No heating on.,Aldi
359,Great selection and decent prices!,Aldi
360,Prices lower than Tesco and Quality better than Tesco,Aldi
361,Brilliant service always get what I want,Aldi
362,My Favourite shop Aldi,Aldi
363,Great staff good shop,Aldi
364,Not busy and easy to move around with out difficulty.,Aldi
365,Always very busy. Most of the time shelves are empty in the afternoon.,Aldi
366,Baskets could do with a good clean,Aldi
367,"Seldom fails to satisfy.
Does exactly what it says on the Tin.",Aldi
368,Great service staff very pleasant,Aldi
369,Good supermarket.  Just wish they had self service.,Aldi
370,Love it so much so cheap and friendly,Aldi
371,Great food great prices and great staff,Aldi
372,Good store. Car park is to small.,Aldi
373,Great place for the groceries 💯 …,Aldi
374,Great store with good staff,Aldi
375,"Great prices, parking an issue",Aldi
376,Fairly standard supermarket. Very cheap while maintaining a good quality.,Aldi
377,"Always busy, but well stocked.",Aldi
378,Early or late never busy 10 till 7 are busy,Aldi
379,Cheap and cheerful good for a weekly shop,Aldi
380,Gone really bad shelves are always empty since redesign of the store,Aldi
381,Lovely place nice staff,Aldi
382,"Usual assortment of products from Aldi, staff very helpful",Aldi
383,Their always lovely staff,Aldi
384,Cheep and staff very friendly,Aldi
385,Staff very friendly very helpful too,Aldi
386,Always a pleasure to shop in Aldi.,Aldi
387,I like the shopping experience here..,Aldi
388,Quality food at great prices,Aldi
389,Good value easy parking,Aldi
390,Good but too busy at the Tills,Aldi
391,Great aldi easy to find things,Aldi
392,Supermarket with average quality. Decent price free parking too 😊 …,Aldi
393,It's grand spot for a shop,Aldi
394,Good food great prices,Aldi
395,Expensive.!! Prices just keep creeping up. 😣 …,Aldi
396,"Lovely good, great prices",Aldi
397,Good store with good special offers.,Aldi
398,A bit disappointed to see plastic wrap where it was not needed eg. on bananas,Aldi
399,Affordable product,Aldi
400,"Aldi is always good, cheap groceries with acceptable quality",Aldi
401,"I thought the layout was strange, I couldn't find what I was looking for.",Aldi
402,Fantastic value as always 😉 …,Aldi
403,Good to go late at night,Aldi
404,It's a great way to shop.......,Aldi
405,Great value everyday shopping,Aldi
406,I wasn't at aldi lol Google get ur facts right,Aldi
407,Good place to shop. 👍 …,Aldi
408,"Not enough check outs, nice staff.",Aldi
409,Good store always shop here,Aldi
410,"Good price, variety of food.",Aldi
411,Great value  and great parking,Aldi
412,What can I say this place is amazing,Aldi
413,"Good produce, good value, good staff.",Aldi
414,"Good quality goods, excellent staff",Aldi
415,Pleasant staff very relaxed,Aldi
416,Nice staff great products,Aldi
417,12e euros for 5 tests..grand,Aldi
418,Good but always busy,Aldi
419,Its nice to have aldi in local community,Aldi
420,Great shop gerat staff 😁😁😁😁😁😁😁👍👍👍👍👍👍👍👍👍 …,Aldi
421,Good for quick shopping visits,Aldi
422,Great offers and cheap prices,Aldi
423,Great shop and lovely staff,Aldi
424,Great wines fantastic price,Aldi
425,Great value and service,Aldi
426,Very full. Not much stock,Aldi
427,ALL ALDI STORES NEED A QUICK CHECKOUT,Aldi
428,Good value and staff,Aldi
429,Good place with all amenities,Aldi
430,Best to shop in the morning time,Aldi
431,Absolutely nothing in the store at 4/5pm,Aldi
432,Cheap price for good food,Aldi
433,Cheap food,Aldi
434,Different than Dublin for non food sales.,Aldi
435,ALWAYS waiting checking out on every visit.,Aldi
436,"Bring a coat, alway too cold in the store",Aldi
437,Well organised during lockdown,Aldi
438,IMHO this is the BEST local ALDI.,Aldi
439,great selection of festive food,Aldi
440,love the new lay out,Aldi
441,Great products and produce.,Aldi
442,"Great shop, best price",Aldi
443,We didn't find ready food,Aldi
444,Plenty to see and buy supersavers every week.,Aldi
445,Staff very helpful. Thanks!,Aldi
446,Reasonably priced good produce,Aldi
447,No spring onions. Boo Hoo!,Aldi
448,Great shopping place!,Aldi
449,Helpful and we'll stocked,Aldi
450,Great Halloween products in stock!,Aldi
451,First time same things  as other aldis,Aldi
452,Shoppers have no patience in that store,Aldi
453,A great place to shop,Aldi
454,A German discount shop. Buy more for less.,Aldi
455,cheap cheerful and extremely competetive,Aldi
456,Staff are very helpful,Aldi
457,Great shop great prices,Aldi
458,"Cant stand in the queues,  just drive by.",Aldi
459,Could be cleaner and more organised,Aldi
460,Good place to shop,Aldi
461,Less and less options and getting more expensive,Aldi
462,Very bad customer service!!,Aldi
463,Very good for Shopping,Aldi
464,Always a pleasure to shop in,Aldi
465,Great store for bargains,Aldi
466,Very busy and tight for parking,Aldi
467,"Good aldi, staff are grand",Aldi
468,Very slow service today,Aldi
469,The best staff in the world,Aldi
470,Great service love it,Aldi
471,Always great value,Aldi
472,"Its just an Aldi, the car park is tight",Aldi
473,Just not enough staff,Aldi
474,Great middle Aisle bargains,Aldi
475,Always tidy and busy,Aldi
476,Great deals,Aldi
477,Love the new look,Aldi
478,Get anything u want almost,Aldi
479,Very good service,Aldi
480,Not enough tills open,Aldi
481,My favourite stores,Aldi
482,Check out the steak 🥩 …,Aldi
483,Friendly helpful staff,Aldi
484,Very good price,Aldi
485,It's what you would expect,Aldi
486,All you need in one shop.,Aldi
487,Love aldi great prices,Aldi
488,Good shop,Aldi
489,They sell vegetable gyoza,Aldi
490,Very good,Aldi
491,To many people in today,Aldi
492,Has everything you need.,Aldi
493,You can get what you want in it,Aldi
494,I find aldi  very good,Aldi
495,It's a bigger of the Aldi stores,Aldi
496,Good shop,Aldi
497,Seen one seen them all.,Aldi
498,Can't find anything,Aldi
499,All good,Aldi
500,I loved this shops,Aldi
501,v good,Aldi
502,Very good,Aldi
503,Very good,Aldi
504,Lovely service,Aldi
505,Very reasonable,Aldi
506,Great prices,Aldi
507,Great value,Aldi
508,Good prices,Aldi
509,Brilliant 👍👏👌😃😀😎💡 …,Aldi
510,Very messy store,Aldi
511,Typical Aldi store,Aldi
512,Not enough parking,Aldi
513,Love This Shop!,Aldi
514,As always excellent,Aldi
515,In and out in no time ⌚,Aldi
516,Good prices,Aldi
517,Great value,Aldi
518,Good value,Aldi
519,Great 👍 …,Aldi
520,Very poor,Aldi
521,Great value,Aldi
522,Great Prices,Aldi
523,Does what it says on the tin,Aldi
524,Good budget supermarket,Aldi
525,Nice store,Aldi
526,Good value,Aldi
527,Great store,Aldi
528,Great discounts,Aldi
529,good selection,Aldi
530,Great place,Aldi
531,Lovely staff,Aldi
532,Every days stuff,Aldi
533,Great as always,Aldi
534,Good service,Aldi
535,To ok..,Aldi
536,Good sushi,Aldi
537,Its Aldi ! What can I say.....,Aldi
538,Terrible for queues 😩 …,Aldi
539,Handy enough,Aldi
540,Great bargains,Aldi
541,Good options,Aldi
542,SUPER!!!,Aldi
543,Very friendly,Aldi
544,Modest,Aldi
545,Good,Aldi
546,Excellent,Aldi
547,Spacious,Aldi
548,Good,Aldi
549,Good,Aldi
550,Survival,Aldi
551,Alright,Aldi
552,Aldi store coolock,Aldi
553,Is what it is,Aldi
554,Recommended,Aldi
555,"Such a worse imitation of Lidl.. for example, wrong fresh bread.. only packaged sandwich available.. prices +- same.. 🙂 …",Aldi
556,Great place and excellent prices,Aldi
557,Really nice people working there,Aldi
558,Very busy aldi,Aldi
559,A1 large,Aldi
560,If,Aldi
561,An excellent supermarket,Aldi
562,aldi...,Aldi
563,The cheapest,Aldi
564,Approx,Aldi
565,Like any other Aldi,Aldi
566,Aldi is Aldi,Aldi
567,Standard aldi,Aldi
568,Aldi Northside,Aldi
569,Usual Aldi.,Aldi
1,Hard to find low fat low salt low sugar readymade meals all are still to hi in every very little veg or spice or herbs that's what make a good testing meal not sugar fat & salt they are getting better but still have a long way to go veg meal are poor some needs to look on the net for veg meal to see what good one looks like,Aldi
2,"Huge store. Good parking. Needs to have Avonmore milk in their shelf. Good, they open on Easter bank holiday.",Aldi
3,"I like the long-awaited price competition with Aldi an Lidl.  Yesterday,  I shopped at Aldi for the first time in year's. I tried to buy the same products as I buy in Lidl - a little more in fact and I paid €5 less overall than in Lidl.  Small but significant.",Aldi
4,Went in to get a few things but came out with more. Great deals and friendly staff,Aldi
5,"Great store , great prices all the time , no vouchers needed",Aldi
6,One of the best supermarkets in the area. Usually quite clean and great value.,Aldi
7,"Oh Aldi, I will give you a tree because even though you are cheaper than most of the shops around you do not give €10 or €50 voucher codes or anything like that so you could do better",Aldi
8,"The Aldi in Santry is brilliant, always well stocked and loads of variety..",Aldi
9,"I have been shopping in this Aldi more than 2 years and I am happy with cashiers and personnel all the time.  It is my number 1 store after Tesco around here.
By saying this, today I am very disappointed by the treatment of a cashier that I have not seen before there.  The blonde lady with glasses seems to me picking people to warn about very unknown rule - you would be normally warned by ""next time you come into the store bring a trolley to load your groceries into "" in this time I am warned in opposite way -  no trolleys can be used to load and unload your bag, therefore you need to pack in and make wait others wait for you  which is totally opposite of other stores doing.
Furthermore, there were trolleys after the checkpoint which is actually a sign of she is picking people to warn. It makes me feel being discriminated based on my ethnicity.",Aldi
10,This is a great Aldi. Always well stocked. Staff are helpful and friendly.,Aldi
11,"It's a pretty nice Aldi. Reasonably organized and clean (aka doesn't feel claustrophobic like some other Aldis) and the staff are extremely helpful. They also have a wide variety of products, even if they don't have many units of each item",Aldi
12,Spacious to shop in and a fairly big store..,Aldi
13,Lady at the cash counter was very helpful.,Aldi
14,"Good standard Aldi, low prices on good quality food and goods.  Food items can be relativity sophisticated at very reasonable prices.  Range a bit limited in comparison with some more expensive supermarkets but not seriously so.",Aldi
15,Wide variety of products available and very good choice and price.    One thing that could be addressed is the supermarket trolleys not being returned to the trolley bays by customers.   I saw a number of people just leaving them in the car park and could cause an obstruction or damage to vehicles.   Perhaps this could be monitored periodically to ensure trolleys are rounded up and returned to the correct area by member of staff.,Aldi
16,Regular grocery store with great selections,Aldi
17,Great value for money. The best supermarket for quality and price for your weekly shop. Can't beat it.,Aldi
18,Good place to shop,Aldi
19,"Great store for grocery, household and gardening products, nicely laid out, plenty of free parking",Aldi
20,"Enjoy visiting this shop for house goods shopping great selection of foods and treats, not forgetting the middle island bargains",Aldi
21,Good selection of food products especially cold meats.  Flowers are great value and a great range too. Good for a gander for the weekly special offers. Good parking and queues managed well at tills.,Aldi
22,"Great staff friendly so helpful.Stock great price so easy must buy.Bread to die for stock is that
Good.Granary bread Hovis luv it.Layout very very good easy shopping.When shop packed staff
Just handle it with ease they don't panic just so friendly.",Aldi
